Loc_num,year,dms_image_id
6086,2022,890475
6011,2022,313015
6013,2022,654071
6107,2022,65257
6067,2022,366830
6040,2022,805073
6106,2022,578055
6055,2022,636103
6040,2022,702268
6041,2022,677418
7276,2022,414497
6107,2022,224507
6041,2022,669799
7276,2022,189390
6041,2022,95975
6086,2022,508740
6086,2022,429217
9089,2022,754535
6068,2022,870768
6086,2022,72352
6086,2022,235074
6086,2022,275110
6086,2022,443314
6086,2022,772288
6086,2022,813094
6086,2022,696058
6086,2022,521476
6086,2022,918575
6086,2022,152600
6086,2022,988013
6086,2022,583557
6086,2022,481728
6086,2022,869669
6086,2022,181092
6086,2022,802997
6086,2022,981803
6086,2022,766372
6086,2022,559082
6086,2022,754967
6086,2022,117324
6086,2022,169817
6086,2022,30216
6086,2022,865978
6086,2022,723079
6086,2022,929890
6086,2022,632886
6086,2022,692010
6086,2022,44892
6086,2022,19637
6086,2022,454984
6086,2022,513746
6086,2022,897809
6086,2022,81663
6086,2022,775015
6086,2022,645247
6086,2022,626365
6086,2022,991951
6086,2022,957482
6086,2022,891544
6086,2022,499632
6086,2022,498492
6086,2022,421437
6086,2022,394189
6086,2022,338662
6086,2022,298943
6086,2022,220495
6086,2022,402986
6086,2022,204270
6086,2022,986976
6086,2022,955378
6086,2022,560543
6086,2022,423039
6086,2022,723176
6086,2022,129453
6086,2022,901277
6086,2022,884401
6086,2022,976194
6086,2022,856261
6086,2022,84100
6086,2022,794177
6086,2022,880132
6086,2022,752424
6086,2022,75143
6086,2022,729290
6086,2022,703645
6086,2022,726298
6086,2022,508735
6086,2022,633871
6086,2022,470059
6086,2022,440776
6086,2022,472298
6086,2022,402627
6086,2022,397407
6086,2022,403191
6086,2022,333179
6086,2022,310778
6086,2022,378380
6086,2022,125079
6086,2022,288417
6086,2022,991351
6086,2022,991190
6086,2022,982313
6086,2022,974258
6086,2022,96856
6086,2022,967107
6086,2022,955489
6086,2022,958632
6086,2022,925359
6086,2022,92076
6086,2022,913547
6086,2022,912688
6086,2022,908794
6086,2022,830546
6086,2022,818502
6086,2022,848589
6086,2022,796477
6086,2022,750668
6086,2022,775071
6086,2022,718491
6086,2022,720236
6086,2022,672711
6086,2022,674703
6086,2022,596034
6086,2022,639539
6086,2022,537324
6086,2022,599700
6086,2022,514304
6086,2022,498472
6086,2022,532874
6086,2022,490730
6086,2022,477441
6086,2022,491051
6086,2022,426860
6086,2022,421375
6086,2022,411643
6086,2022,381746
6086,2022,409075
6086,2022,375673
6086,2022,376125
6086,2022,370783
6086,2022,371281
6086,2022,359566
6086,2022,364559
6086,2022,342778
6086,2022,351218
6086,2022,342335
6086,2022,334118
6086,2022,334707
6086,2022,315563
6086,2022,269883
6086,2022,285283
6086,2022,234722
6086,2022,229151
6086,2022,223283
6086,2022,232943
6086,2022,173193
6086,2022,205609
6086,2022,143835
6086,2022,152411
6086,2022,142184
6086,2022,115115
6086,2022,123300
6086,2022,996521
6086,2022,98902
6086,2022,963341
6086,2022,982686
6086,2022,952058
6086,2022,949440
6086,2022,951332
6086,2022,920941
6086,2022,826664
6086,2022,831709
6086,2022,816264
6086,2022,812671
6086,2022,804348
6086,2022,761437
6086,2022,791362
6086,2022,758684
6086,2022,704830
6086,2022,737607
6086,2022,687935
6086,2022,694163
6086,2022,68275
6086,2022,655116
6086,2022,645506
6086,2022,645369
6086,2022,647369
6086,2022,63544
6086,2022,566616
6086,2022,622466
6086,2022,547812
6086,2022,539037
6086,2022,541908
6086,2022,428064
6086,2022,388610
6086,2022,41904
6086,2022,369490
6086,2022,375285
6086,2022,340441
6086,2022,351079
6086,2022,32552
6086,2022,318858
6086,2022,322946
6086,2022,307750
6086,2022,274027
6086,2022,282410
6086,2022,264269
6086,2022,259638
6086,2022,274020
6086,2022,240115
6086,2022,202432
6086,2022,21228
6086,2022,190805
6086,2022,17965
6086,2022,147179
6086,2022,143463
6086,2022,136690
6086,2022,105242
6086,2022,104911
6086,2022,995480
6086,2022,988338
6086,2022,934034
6086,2022,984929
6086,2022,975749
6086,2022,924083
6086,2022,894657
6086,2022,915604
6086,2022,906256
6086,2022,851110
6086,2022,893567
6086,2022,863839
6086,2022,841015
6086,2022,844207
6086,2022,829399
6086,2022,818899
6086,2022,788813
6086,2022,759456
6086,2022,798855
6086,2022,741388
6086,2022,737708
6086,2022,737041
6086,2022,73729
6086,2022,676791
6086,2022,696295
6086,2022,658489
6086,2022,682550
6086,2022,683373
6086,2022,645079
6086,2022,650422
6086,2022,591246
6086,2022,63732
6086,2022,607617
6086,2022,574578
6086,2022,563666
6086,2022,552687
6086,2022,536145
6086,2022,495893
6086,2022,525183
6086,2022,503718
6086,2022,492624
6086,2022,494724
6086,2022,491781
6086,2022,304882
6086,2022,446177
6086,2022,415967
6086,2022,297765
6086,2022,300232
6086,2022,296381
6086,2022,274208
6086,2022,225850
6086,2022,239486
6086,2022,215145
6086,2022,219869
6086,2022,197870
6086,2022,207188
6086,2022,172935
6086,2022,135622
6086,2022,113479
6086,2022,10411
6086,2022,997327
6086,2022,988774
6086,2022,946971
6086,2022,981541
6086,2022,946864
6086,2022,92486
6086,2022,922843
6086,2022,896095
6086,2022,913132
6086,2022,844502
6086,2022,774763
6086,2022,818442
6086,2022,793140
6086,2022,678757
6086,2022,669402
6086,2022,665615
6086,2022,593853
6086,2022,645042
6086,2022,637552
6086,2022,581976
6086,2022,59220
6086,2022,580557
6086,2022,573212
6086,2022,559937
6086,2022,56381
6086,2022,545429
6086,2022,528118
6086,2022,507392
6086,2022,523327
6086,2022,496501
6086,2022,506298
6086,2022,494595
6086,2022,473033
6086,2022,494196
6086,2022,455606
6086,2022,432479
6086,2022,371238
6086,2022,43240
6086,2022,401974
6086,2022,346405
6086,2022,335766
6086,2022,350012
6086,2022,296957
6086,2022,324076
6086,2022,314331
6086,2022,277466
6086,2022,283384
6086,2022,258682
6086,2022,234165
6086,2022,258298
6086,2022,20445
6086,2022,247632
6086,2022,222652
6086,2022,172285
6086,2022,200932
6086,2022,181078
6086,2022,124962
6086,2022,171818
6086,2022,138289
6086,2022,124873
6086,2022,980898
6086,2022,963023
6086,2022,985708
6086,2022,953085
6086,2022,960053
6086,2022,929940
6086,2022,878351
6086,2022,913260
6086,2022,875807
6086,2022,868937
6086,2022,861477
6086,2022,857012
6086,2022,843763
6086,2022,808101
6086,2022,818164
6086,2022,761194
6086,2022,768983
6086,2022,73194
6086,2022,670697
6086,2022,67510
6086,2022,660119
6086,2022,657349
6086,2022,63610
6086,2022,63510
6086,2022,615932
6086,2022,586999
6086,2022,531927
6086,2022,58285
6086,2022,582424
6086,2022,537302
6086,2022,459884
6086,2022,52307
6086,2022,439413
6086,2022,406487
6086,2022,390251
6086,2022,369147
6086,2022,374249
6086,2022,345070
6086,2022,367550
6086,2022,314424
6086,2022,328368
6086,2022,282974
6086,2022,298195
6086,2022,289987
6086,2022,277784
6086,2022,265161
6086,2022,267936
6086,2022,248648
6086,2022,261956
6086,2022,230328
6086,2022,23059
6086,2022,196716
6086,2022,199963
6086,2022,152338
6086,2022,192049
6086,2022,162441
6086,2022,119342
6086,2022,150783
6086,2022,12860
6086,2022,110607
6086,2022,985256
6086,2022,963390
6086,2022,957277
6086,2022,947890
6086,2022,943436
6086,2022,92918
6086,2022,908119
6086,2022,894011
6086,2022,904895
6086,2022,885495
6086,2022,892548
6086,2022,843056
6086,2022,861450
6086,2022,782626
6086,2022,773473
6086,2022,809945
6086,2022,800420
6086,2022,727249
6086,2022,723157
6086,2022,773338
6086,2022,655364
6086,2022,721147
6086,2022,635077
6086,2022,626314
6086,2022,652148
6086,2022,601941
6086,2022,601308
6086,2022,558537
6086,2022,547440
6086,2022,539173
6086,2022,505040
6086,2022,534891
6086,2022,475433
6086,2022,496167
6086,2022,447913
6086,2022,460215
6086,2022,440844
6086,2022,448002
6086,2022,429211
6086,2022,439204
6086,2022,420364
6086,2022,422251
6086,2022,382374
6086,2022,378678
6086,2022,392404
6086,2022,37063
6086,2022,373846
6086,2022,351196
6086,2022,355648
6086,2022,349061
6086,2022,3500
6086,2022,292545
6086,2022,30549
6086,2022,17647
6086,2022,223768
6086,2022,165987
6086,2022,173502
6086,2022,158391
6086,2022,102952
6086,2022,153287
6086,2022,973526
6086,2022,755957
6086,2022,813706
6086,2022,526464
6086,2022,639633
6086,2022,410037
6086,2022,512858
6086,2022,496101
6086,2022,264186
6086,2022,478931
6086,2022,156516
6086,2022,153002
6086,2022,167803
6086,2022,104046
6086,2022,117084
6086,2022,960296
6086,2022,959960
6086,2022,877347
6086,2022,915888
6086,2022,852065
6086,2022,845152
6086,2022,843913
6086,2022,826673
6086,2022,796603
6086,2022,698037
6086,2022,736645
6086,2022,684753
6086,2022,678549
6086,2022,604744
6086,2022,658588
6086,2022,616858
6086,2022,577795
6086,2022,531832
6086,2022,447481
6086,2022,42031
6086,2022,304868
6086,2022,356106
6086,2022,290122
6086,2022,285762
6086,2022,252464
6086,2022,217982
6086,2022,187828
6086,2022,186297
6086,2022,174600
6086,2022,167116
6086,2022,109499
6086,2022,157349
6086,2022,996804
6086,2022,991754
6086,2022,984976
6086,2022,970408
6086,2022,938343
6086,2022,906210
6086,2022,924260
6086,2022,901682
6086,2022,885545
6086,2022,876143
6086,2022,812328
6086,2022,777278
6086,2022,764447
6086,2022,760791
6086,2022,755467
6086,2022,715821
6086,2022,6888
6086,2022,689181
6086,2022,66519
6086,2022,630606
6086,2022,647094
6086,2022,605618
6086,2022,624506
6086,2022,586138
6086,2022,579549
6086,2022,577934
6086,2022,523945
6086,2022,530144
6086,2022,493374
6086,2022,490223
6086,2022,470334
6086,2022,469725
6086,2022,457652
6086,2022,464747
6086,2022,454369
6086,2022,444504
6086,2022,436150
6086,2022,413619
6086,2022,417901
6086,2022,404288
6086,2022,401913
6086,2022,401583
6086,2022,401413
6086,2022,390117
6086,2022,350775
6086,2022,379542
6086,2022,329002
6086,2022,342856
6086,2022,28086
6086,2022,325001
6086,2022,236667
6086,2022,22615
6086,2022,229335
6086,2022,163612
6086,2022,213615
6086,2022,148220
6086,2022,151181
6086,2022,133236
6086,2022,111824
6086,2022,129011
6086,2022,999030
6086,2022,983643
6086,2022,96956
6086,2022,969272
6086,2022,965743
6086,2022,945065
6086,2022,950645
6086,2022,941405
6086,2022,886244
6086,2022,8553
6086,2022,842660
6086,2022,824717
6086,2022,821391
6086,2022,766678
6086,2022,730779
6086,2022,759070
6086,2022,690284
6086,2022,72419
6086,2022,662022
6086,2022,61269
6086,2022,637340
6086,2022,579237
6086,2022,576896
6086,2022,578376
6086,2022,575604
6086,2022,524992
6086,2022,54809
6086,2022,521649
6086,2022,520185
6086,2022,518891
6086,2022,518001
6086,2022,509106
6086,2022,493587
6086,2022,488002
6086,2022,466045
6086,2022,411139
6086,2022,39715
6086,2022,409825
6086,2022,384870
6086,2022,383023
6086,2022,343195
6086,2022,378628
6086,2022,328472
6086,2022,308560
6086,2022,29782
6086,2022,249265
6086,2022,288547
6086,2022,278417
6086,2022,226673
6086,2022,240096
6086,2022,213255
6086,2022,222742
6086,2022,187538
6086,2022,210817
6086,2022,170108
6086,2022,175627
6086,2022,161870
6086,2022,110177
6086,2022,151902
6086,2022,102645
6086,2022,958650
6086,2022,952368
6086,2022,993515
6086,2022,946691
6086,2022,944139
6086,2022,940816
6086,2022,906682
6086,2022,869805
6086,2022,892824
6086,2022,84123
6086,2022,865541
6086,2022,80390
6086,2022,840450
6086,2022,805961
6086,2022,782042
6086,2022,778756
6086,2022,742720
6086,2022,776580
6086,2022,772375
6086,2022,731526
6086,2022,631072
6086,2022,701940
6086,2022,671216
6086,2022,624046
6086,2022,62761
6086,2022,601211
6086,2022,571990
6086,2022,556626
6086,2022,537025
6086,2022,467714
6086,2022,511334
6086,2022,458411
6086,2022,432996
6086,2022,429015
6086,2022,425211
6086,2022,414301
6086,2022,302374
6086,2022,405921
6086,2022,404256
6086,2022,212741
6086,2022,280115
6086,2022,237896
6086,2022,165900
6086,2022,122891
6086,2022,166790
6086,2022,158666
6086,2022,140559
6086,2022,104432
6086,2022,225079
6086,2022,987654
6086,2022,123456
7260,2022,1633102
7260,2022,1633108
6086,2022,9875904
6086,2022,9876054
6086,2022,9876052
6086,2022,9876055
6086,2022,9876053
6086,2022,9876051
6086,2022,9876050
6086,2022,9876048
6086,2022,9876049
6086,2022,9876046
6086,2022,9876044
6086,2022,9876045
6086,2022,9876043
6086,2022,9876042
6086,2022,9876047
6086,2022,9876040
6086,2022,9876041
6086,2022,9876038
6086,2022,9876036
6086,2022,9876039
6086,2022,9876034
6086,2022,9876037
6086,2022,9876035
6086,2022,9876056
6086,2022,9876033
7186,2022,3165430
7186,2022,3165436
7186,2022,3165437
7150,2022,3165435
7150,2022,3165434
7150,2022,3165433
