Loc_Num,Corp_Copy_DT,Dms_Image_ID
9993,2022,992448,10/10/2022 23:37:26
9996,2022,996266,10/10/2022 23:37:28
9997,2022,992177,10/10/2022 23:37:28
9997,2022,999931,10/10/2022 23:37:29
9987,2022,992156,10/10/2022 23:37:30
9988,2022,992416,10/10/2022 23:37:31
9986,2022,997541,10/10/2022 23:37:32
9987,2022,994860,10/10/2022 23:37:34
9988,2022,999902,10/10/2022 23:37:34
9986,2022,993012,10/10/2022 23:37:34
9993,2022,992262,10/10/2022 23:37:36
9982,2022,999191,10/10/2022 23:37:37
9985,2022,997769,10/10/2022 23:37:38
9984,2022,998293,10/10/2022 23:37:39
9989,2022,992494,10/10/2022 23:37:40
9982,2022,995675,10/10/2022 23:37:40
9991,2022,991230,10/10/2022 23:37:42
9992,2022,994440,10/10/2022 23:37:43
9986,2022,999724,10/10/2022 23:37:44
9981,2022,996981,10/10/2022 23:37:44
9980,2022,994939,10/10/2022 23:37:46
9981,2022,999227,10/10/2022 23:37:46
9981,2022,996886,10/10/2022 23:37:48
9985,2022,999559,10/10/2022 23:37:48
9981,2022,994108,10/10/2022 23:37:49
9980,2022,994596,10/10/2022 23:37:50
9996,2022,992690,10/10/2022 23:37:51
9996,2022,992087,10/10/2022 23:37:52
9989,2022,993181,10/10/2022 23:37:54
9987,2022,999558,10/10/2022 23:37:54
9988,2022,998554,10/10/2022 23:37:54
9994,2022,991217,10/10/2022 23:37:56
9989,2022,998227,10/10/2022 23:37:57
9993,2022,994040,10/10/2022 23:37:58
9984,2022,991879,10/10/2022 23:37:59
9985,2022,998440,10/10/2022 23:38:00
9981,2022,991857,10/10/2022 23:38:00
9996,2022,992420,10/10/2022 23:38:02
9983,2022,995472,10/10/2022 23:38:03
9994,2022,993161,10/10/2022 23:38:04
9989,2022,992849,10/10/2022 23:38:04
9998,2022,997787,10/10/2022 23:38:06
9982,2022,996144,10/10/2022 23:38:06
9987,2022,994688,10/10/2022 23:38:08
9989,2022,998969,10/10/2022 23:38:08
9986,2022,992624,10/10/2022 23:38:09
9992,2022,998728,10/10/2022 23:38:10
9986,2022,997489,10/10/2022 23:38:11
9992,2022,994437,10/10/2022 23:38:12
9988,2022,999410,10/10/2022 23:38:14
9987,2022,997452,10/10/2022 23:38:14
9990,2022,996030,10/10/2022 23:38:14
9993,2022,999968,10/10/2022 23:38:16
9982,2022,996935,10/10/2022 23:38:17
9998,2022,998691,10/10/2022 23:38:18
9997,2022,994825,10/10/2022 23:38:19
9992,2022,991106,10/10/2022 23:38:20
9987,2022,998499,10/10/2022 23:38:20
9987,2022,998054,10/10/2022 23:38:22
9995,2022,993974,10/10/2022 23:38:23
9980,2022,992062,10/10/2022 23:38:24
9982,2022,996596,10/10/2022 23:38:24
9996,2022,997403,10/10/2022 23:38:26
9993,2022,992341,10/10/2022 23:38:26
9983,2022,995239,10/10/2022 23:38:28
9992,2022,998971,10/10/2022 23:38:28
9987,2022,996219,10/10/2022 23:38:29
9990,2022,995206,10/10/2022 23:38:30
9987,2022,992523,10/10/2022 23:38:31
9992,2022,997184,10/10/2022 23:38:32
9986,2022,991800,10/10/2022 23:38:34
9995,2022,993960,10/10/2022 23:38:34
9997,2022,997868,10/10/2022 23:38:34
9992,2022,998608,10/10/2022 23:38:36
9982,2022,998883,10/10/2022 23:38:37
9998,2022,993901,10/10/2022 23:38:38
9989,2022,994578,10/10/2022 23:38:39
9996,2022,997041,10/10/2022 23:38:40
9982,2022,991926,10/10/2022 23:38:40
9988,2022,993603,10/10/2022 23:38:42
9992,2022,991982,10/10/2022 23:38:43
9991,2022,995247,10/10/2022 23:38:44
9992,2022,992852,10/10/2022 23:38:44
9984,2022,996778,10/10/2022 23:38:46
9994,2022,994208,10/10/2022 23:38:46
9996,2022,994315,10/10/2022 23:38:48
9991,2022,996844,10/10/2022 23:38:48
9995,2022,991848,10/10/2022 23:38:49
9984,2022,994063,10/10/2022 23:38:50
9995,2022,996629,10/10/2022 23:38:51
9991,2022,999975,10/10/2022 23:38:52
9986,2022,992145,10/10/2022 23:38:54
9991,2022,996534,10/10/2022 23:38:54
9985,2022,995504,10/10/2022 23:38:54
9982,2022,994822,10/10/2022 23:38:56
9994,2022,993027,10/10/2022 23:38:57
9984,2022,994044,10/10/2022 23:38:58
9998,2022,995656,10/10/2022 23:38:59
9986,2022,996400,10/10/2022 23:39:00
9985,2022,995332,10/10/2022 23:39:00
9993,2022,993317,10/10/2022 23:39:02
9981,2022,992384,10/10/2022 23:39:03
9995,2022,994989,10/10/2022 23:39:04
9990,2022,993498,10/10/2022 23:39:04
9987,2022,997543,10/10/2022 23:39:06
9993,2022,993137,10/10/2022 23:39:06
9996,2022,995495,10/10/2022 23:39:08
9990,2022,993592,10/10/2022 23:39:08
9985,2022,993251,10/10/2022 23:39:09
9998,2022,991828,10/10/2022 23:39:10
9982,2022,995537,10/10/2022 23:39:11
9997,2022,997835,10/10/2022 23:39:12
9996,2022,999717,10/10/2022 23:39:14
9987,2022,999064,10/10/2022 23:39:14
9981,2022,993679,10/10/2022 23:39:14
9988,2022,999602,10/10/2022 23:39:16
9984,2022,993602,10/10/2022 23:39:17
9983,2022,999576,10/10/2022 23:39:18
9996,2022,995348,10/10/2022 23:39:19
9989,2022,992700,10/10/2022 23:39:20
9994,2022,994995,10/10/2022 23:39:20
9992,2022,997472,10/10/2022 23:39:22
9980,2022,994765,10/10/2022 23:39:23
9998,2022,999478,10/10/2022 23:39:24
9990,2022,994516,10/10/2022 23:39:24
9991,2022,991899,10/10/2022 23:39:26
9988,2022,992729,10/10/2022 23:39:26
9985,2022,993012,10/10/2022 23:39:28
9997,2022,996627,10/10/2022 23:39:28
9994,2022,999582,10/10/2022 23:39:29
9995,2022,992719,10/10/2022 23:39:30
9981,2022,995251,10/10/2022 23:39:31
9985,2022,994353,10/10/2022 23:39:32
9983,2022,994268,10/10/2022 23:39:34
9984,2022,994029,10/10/2022 23:39:34
9990,2022,994966,10/10/2022 23:39:34
9986,2022,995732,10/10/2022 23:39:36
9983,2022,992653,10/10/2022 23:39:37
9989,2022,991823,10/10/2022 23:39:38
9994,2022,996099,10/10/2022 23:39:39
9981,2022,998333,10/10/2022 23:39:40
9996,2022,998705,10/10/2022 23:39:40
9994,2022,995043,10/10/2022 23:39:42
9994,2022,998563,10/10/2022 23:39:43
9989,2022,997064,10/10/2022 23:39:44
9987,2022,991372,10/10/2022 23:39:44
9995,2022,993366,10/10/2022 23:39:46
9997,2022,993600,10/10/2022 23:39:46
9982,2022,991696,10/10/2022 23:39:48
9994,2022,997503,10/10/2022 23:39:48
9981,2022,997175,10/10/2022 23:39:49
9991,2022,998223,10/10/2022 23:39:50
9996,2022,991792,10/10/2022 23:39:51
9998,2022,994703,10/10/2022 23:39:52
9987,2022,997492,10/10/2022 23:39:54
9985,2022,998754,10/10/2022 23:39:54
9992,2022,991008,10/10/2022 23:39:54
9989,2022,994943,10/10/2022 23:39:56
9998,2022,992553,10/10/2022 23:39:57
9981,2022,992981,10/10/2022 23:39:58
9983,2022,991436,10/10/2022 23:39:59
9984,2022,995441,10/10/2022 23:40:00
9987,2022,996732,10/10/2022 23:40:00
9991,2022,997801,10/10/2022 23:40:02
9980,2022,994736,10/10/2022 23:40:03
9989,2022,997335,10/10/2022 23:40:04
9983,2022,993371,10/10/2022 23:40:04
9993,2022,996571,10/10/2022 23:40:06
9993,2022,999464,10/10/2022 23:40:06
9986,2022,992974,10/10/2022 23:40:08
9988,2022,992900,10/10/2022 23:40:08
9984,2022,991479,10/10/2022 23:40:09
9982,2022,998416,10/10/2022 23:40:10
9980,2022,997171,10/10/2022 23:40:11
9989,2022,994217,10/10/2022 23:40:12
9995,2022,997091,10/10/2022 23:40:14
9988,2022,995378,10/10/2022 23:40:14
9986,2022,997915,10/10/2022 23:40:14
9997,2022,997145,10/10/2022 23:40:16
9991,2022,997454,10/10/2022 23:40:17
9984,2022,993606,10/10/2022 23:40:18
9981,2022,995929,10/10/2022 23:40:19
9990,2022,992462,10/10/2022 23:40:20
9983,2022,997785,10/10/2022 23:40:20
9986,2022,997489,10/10/2022 23:40:22
9981,2022,995550,10/10/2022 23:40:23
9981,2022,996243,10/10/2022 23:40:24
9994,2022,993544,10/10/2022 23:40:24
9997,2022,999005,10/10/2022 23:40:26
9993,2022,991145,10/10/2022 23:40:26
9987,2022,993027,10/10/2022 23:40:28
9989,2022,995781,10/10/2022 23:40:28
9987,2022,997000,10/10/2022 23:40:29
9989,2022,995263,10/10/2022 23:40:30
9996,2022,991604,10/10/2022 23:40:31
9987,2022,997087,10/10/2022 23:40:32
9993,2022,992993,10/10/2022 23:40:34
9997,2022,996611,10/10/2022 23:40:34
9987,2022,992993,10/10/2022 23:40:34
9986,2022,997004,10/10/2022 23:40:36
9985,2022,991562,10/10/2022 23:40:37
9992,2022,995611,10/10/2022 23:40:38
9988,2022,995166,10/10/2022 23:40:39
9989,2022,997542,10/10/2022 23:40:40
9996,2022,992902,10/10/2022 23:40:40
9995,2022,994054,10/10/2022 23:40:42
9981,2022,992655,10/10/2022 23:40:43
9986,2022,991395,10/10/2022 23:40:44
9987,2022,993747,10/10/2022 23:40:44
9984,2022,995802,10/10/2022 23:40:46
9983,2022,991153,10/10/2022 23:40:46
9984,2022,996590,10/10/2022 23:40:48
9994,2022,994686,10/10/2022 23:40:48
9981,2022,997877,10/10/2022 23:40:49
9992,2022,992189,10/10/2022 23:40:50
9990,2022,997911,10/10/2022 23:40:51
9988,2022,994173,10/10/2022 23:40:52
9993,2022,992053,10/10/2022 23:40:54
9989,2022,994747,10/10/2022 23:40:54
9988,2022,999970,10/10/2022 23:40:54
9981,2022,998456,10/10/2022 23:40:56
9983,2022,993122,10/10/2022 23:40:57
9984,2022,998959,10/10/2022 23:40:58
9983,2022,999739,10/10/2022 23:40:59
9982,2022,994171,10/10/2022 23:41:00
9995,2022,994399,10/10/2022 23:41:00
9992,2022,992817,10/10/2022 23:41:02
9992,2022,993292,10/10/2022 23:41:03
9989,2022,997487,10/10/2022 23:41:04
9993,2022,997906,10/10/2022 23:41:04
9984,2022,991871,10/10/2022 23:41:06
9990,2022,991553,10/10/2022 23:41:06
9997,2022,991200,10/10/2022 23:41:08
9997,2022,991074,10/10/2022 23:41:08
9995,2022,999846,10/10/2022 23:41:09
9990,2022,995509,10/10/2022 23:41:10
9995,2022,995091,10/10/2022 23:41:11
9994,2022,999519,10/10/2022 23:41:12
9988,2022,999365,10/10/2022 23:41:14
9989,2022,996440,10/10/2022 23:41:14
9995,2022,994636,10/10/2022 23:41:14
9987,2022,992307,10/10/2022 23:41:16
9986,2022,991765,10/10/2022 23:41:17
9986,2022,997209,10/10/2022 23:41:18
9985,2022,994907,10/10/2022 23:41:19
9990,2022,993449,10/10/2022 23:41:20
9995,2022,999471,10/10/2022 23:41:20
9996,2022,995961,10/10/2022 23:41:22
9985,2022,995036,10/10/2022 23:41:23
9997,2022,993213,10/10/2022 23:41:24
9989,2022,994703,10/10/2022 23:41:24
9987,2022,997571,10/10/2022 23:41:26
9989,2022,991697,10/10/2022 23:41:26
9993,2022,999972,10/10/2022 23:41:28
9992,2022,993091,10/10/2022 23:41:28
9992,2022,994683,10/10/2022 23:41:29
9997,2022,998107,10/10/2022 23:41:30
9983,2022,998852,10/10/2022 23:41:31
9996,2022,992107,10/10/2022 23:41:32
9986,2022,991744,10/10/2022 23:41:34
9984,2022,995840,10/10/2022 23:41:34
9987,2022,997512,10/10/2022 23:41:34
9980,2022,996676,10/10/2022 23:41:36
9995,2022,996584,10/10/2022 23:41:37
9996,2022,997304,10/10/2022 23:41:38
9998,2022,992046,10/10/2022 23:41:39
9991,2022,997168,10/10/2022 23:41:40
9984,2022,999293,10/10/2022 23:41:40
9997,2022,996081,10/10/2022 23:41:42
9980,2022,996379,10/10/2022 23:41:43
9995,2022,998615,10/10/2022 23:41:44
9993,2022,999262,10/10/2022 23:41:44
9987,2022,996386,10/10/2022 23:41:46
9991,2022,995135,10/10/2022 23:41:46
9988,2022,991090,10/10/2022 23:41:48
9996,2022,996677,10/10/2022 23:41:48
9994,2022,998085,10/10/2022 23:41:49
9982,2022,994602,10/10/2022 23:41:50
9992,2022,992439,10/10/2022 23:41:51
9991,2022,993528,10/10/2022 23:41:52
9990,2022,999531,10/10/2022 23:41:54
9995,2022,991929,10/10/2022 23:41:54
9989,2022,991879,10/10/2022 23:41:54
9984,2022,991165,10/10/2022 23:41:56
9995,2022,998210,10/10/2022 23:41:57
9995,2022,996411,10/10/2022 23:41:58
9994,2022,993463,10/10/2022 23:41:59
9981,2022,992927,10/10/2022 23:42:00
9995,2022,991570,10/10/2022 23:42:00
9998,2022,993073,10/10/2022 23:42:02
9982,2022,991332,10/10/2022 23:42:03
9994,2022,992668,10/10/2022 23:42:04
9994,2022,996654,10/10/2022 23:42:04
9989,2022,992074,10/10/2022 23:42:06
9981,2022,993584,10/10/2022 23:42:06
9986,2022,994445,10/10/2022 23:42:08
9994,2022,991953,10/10/2022 23:42:08
9995,2022,996873,10/10/2022 23:42:09
9998,2022,994431,10/10/2022 23:42:10
9983,2022,995542,10/10/2022 23:42:11
9991,2022,991545,10/10/2022 23:42:12
9996,2022,992148,10/10/2022 23:42:14
9995,2022,994702,10/10/2022 23:42:14
9982,2022,992161,10/10/2022 23:42:14
9982,2022,999278,10/10/2022 23:42:16
9994,2022,999525,10/10/2022 23:42:17
9980,2022,992209,10/10/2022 23:42:18
9994,2022,992834,10/10/2022 23:42:19
9984,2022,993539,10/10/2022 23:42:20
9980,2022,997320,10/10/2022 23:42:20
9998,2022,998346,10/10/2022 23:42:22
9980,2022,997952,10/10/2022 23:42:23
9997,2022,996632,10/10/2022 23:42:24
9995,2022,997579,10/10/2022 23:42:24
9988,2022,995094,10/10/2022 23:42:26
9986,2022,995870,10/10/2022 23:42:26
9984,2022,996677,10/10/2022 23:42:28
9989,2022,991616,10/10/2022 23:42:28
9995,2022,993618,10/10/2022 23:42:29
9991,2022,993424,10/10/2022 23:42:30
9998,2022,994570,10/10/2022 23:42:31
9987,2022,994102,10/10/2022 23:42:32
9995,2022,997794,10/10/2022 23:42:34
9993,2022,994097,10/10/2022 23:42:34
9990,2022,999808,10/10/2022 23:42:34
9997,2022,999715,10/10/2022 23:42:36
9993,2022,996525,10/10/2022 23:42:37
9990,2022,994050,10/10/2022 23:42:38
9983,2022,998806,10/10/2022 23:42:39
9984,2022,995935,10/10/2022 23:42:40
9997,2022,999972,10/10/2022 23:42:40
9989,2022,994902,10/10/2022 23:42:42
9998,2022,993876,10/10/2022 23:42:43
9995,2022,997498,10/10/2022 23:42:44
9997,2022,992758,10/10/2022 23:42:44
9982,2022,998409,10/10/2022 23:42:46
9983,2022,993632,10/10/2022 23:42:46
9985,2022,998048,10/10/2022 23:42:48
9994,2022,994140,10/10/2022 23:42:48
9991,2022,997104,10/10/2022 23:42:49
9992,2022,999214,10/10/2022 23:42:50
9994,2022,993626,10/10/2022 23:42:51
9994,2022,995665,10/10/2022 23:42:52
9981,2022,991555,10/10/2022 23:42:54
9982,2022,994092,10/10/2022 23:42:54
9997,2022,995855,10/10/2022 23:42:54
9988,2022,996284,10/10/2022 23:42:56
9990,2022,991688,10/10/2022 23:42:57
9995,2022,996702,10/10/2022 23:42:58
9981,2022,999235,10/10/2022 23:42:59
9993,2022,996612,10/10/2022 23:43:00
9982,2022,998393,10/10/2022 23:43:00
9993,2022,991664,10/10/2022 23:43:02
9983,2022,993532,10/10/2022 23:43:03
9993,2022,995191,10/10/2022 23:43:04
9990,2022,993568,10/10/2022 23:43:04
9988,2022,991273,10/10/2022 23:43:06
9986,2022,999518,10/10/2022 23:43:06
9983,2022,996429,10/10/2022 23:43:08
9987,2022,997772,10/10/2022 23:43:08
9989,2022,992872,10/10/2022 23:43:09
9981,2022,995317,10/10/2022 23:43:10
9986,2022,991899,10/10/2022 23:43:11
9997,2022,999375,10/10/2022 23:43:12
9993,2022,993650,10/10/2022 23:43:14
9996,2022,998741,10/10/2022 23:43:14
9980,2022,997444,10/10/2022 23:43:14
9980,2022,998422,10/10/2022 23:43:16
9994,2022,994301,10/10/2022 23:43:17
9988,2022,997714,10/10/2022 23:43:18
9997,2022,999902,10/10/2022 23:43:19
9998,2022,999008,10/10/2022 23:43:20
9995,2022,994571,10/10/2022 23:43:20
9980,2022,995634,10/10/2022 23:43:22
9988,2022,997557,10/10/2022 23:43:23
9988,2022,992799,10/10/2022 23:43:24
9987,2022,994659,10/10/2022 23:43:24
9993,2022,991395,10/10/2022 23:43:26
9983,2022,996677,10/10/2022 23:43:26
9996,2022,999150,10/10/2022 23:43:28
9980,2022,998094,10/10/2022 23:43:28
9991,2022,995748,10/10/2022 23:43:29
9989,2022,994557,10/10/2022 23:43:30
9981,2022,996999,10/10/2022 23:43:31
9987,2022,992568,10/10/2022 23:43:32
9986,2022,993588,10/10/2022 23:43:34
9986,2022,994157,10/10/2022 23:43:34
9995,2022,997163,10/10/2022 23:43:34
9996,2022,995849,10/10/2022 23:43:36
9998,2022,991925,10/10/2022 23:43:37
9984,2022,996449,10/10/2022 23:43:38
9992,2022,997378,10/10/2022 23:43:39
9981,2022,994903,10/10/2022 23:43:40
9995,2022,996362,10/10/2022 23:43:40
9984,2022,996779,10/10/2022 23:43:42
9995,2022,999818,10/10/2022 23:43:43
9996,2022,996241,10/10/2022 23:43:44
9985,2022,992944,10/10/2022 23:43:44
9989,2022,996977,10/10/2022 23:43:46
9993,2022,995214,10/10/2022 23:43:46
9981,2022,992515,10/10/2022 23:43:48
9992,2022,996270,10/10/2022 23:43:48
9989,2022,994385,10/10/2022 23:43:49
9994,2022,998252,10/10/2022 23:43:50
9990,2022,997343,10/10/2022 23:43:51
9992,2022,993651,10/10/2022 23:43:52
9986,2022,999016,10/10/2022 23:43:54
9991,2022,996740,10/10/2022 23:43:54
9998,2022,991027,10/10/2022 23:43:54
9983,2022,993568,10/10/2022 23:43:56
9998,2022,991958,10/10/2022 23:43:57
9985,2022,999380,10/10/2022 23:43:58
9983,2022,999914,10/10/2022 23:43:59
9982,2022,991522,10/10/2022 23:44:00
9993,2022,997791,10/10/2022 23:44:00
9985,2022,992212,10/10/2022 23:44:02
9985,2022,991513,10/10/2022 23:44:03
9998,2022,999918,10/10/2022 23:44:04
9982,2022,991634,10/10/2022 23:44:04
9980,2022,997158,10/10/2022 23:44:06
9987,2022,999612,10/10/2022 23:44:06
9986,2022,994187,10/10/2022 23:44:08
9983,2022,997026,10/10/2022 23:44:08
9990,2022,992340,10/10/2022 23:44:09
9985,2022,997094,10/10/2022 23:44:10
9990,2022,992776,10/10/2022 23:44:11
9982,2022,991283,10/10/2022 23:44:12
9992,2022,996040,10/10/2022 23:44:14
9989,2022,994063,10/10/2022 23:44:14
9985,2022,997022,10/10/2022 23:44:14
9993,2022,993267,10/10/2022 23:44:16
9991,2022,999109,10/10/2022 23:44:17
9992,2022,998910,10/10/2022 23:44:18
9980,2022,994670,10/10/2022 23:44:19
9982,2022,994258,10/10/2022 23:44:20
9980,2022,999319,10/10/2022 23:44:20
9992,2022,998004,10/10/2022 23:44:22
9980,2022,998693,10/10/2022 23:44:23
9988,2022,995011,10/10/2022 23:44:24
9987,2022,995526,10/10/2022 23:44:24
9998,2022,995278,10/10/2022 23:44:26
9986,2022,993016,10/10/2022 23:44:26
9980,2022,991684,10/10/2022 23:44:28
9988,2022,991596,10/10/2022 23:44:28
9992,2022,991000,10/10/2022 23:44:29
9997,2022,994050,10/10/2022 23:44:30
9981,2022,995542,10/10/2022 23:44:31
9998,2022,997510,10/10/2022 23:44:32
