 fileName,dmsImageId,storeNumber,orderNumber,poNumber,scanStatus,vehicleIdentificationNumber,originFileCreationTS, originFileRequestTS
Automation_Tiff_APServiceJacket_0054,2030054,9985,20320054,2034203,2,1J4GL48KX2W152428,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0055,2030055,9985,20320055,2034204,2,1J4GL48KX2W291846,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0056,2030056,9985,20320056,2034205,2,1J4GL48KX2W340639,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0057,2030057,9985,20320057,2034206,2,1J4GL48KX3W585653,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0058,2030058,9985,20320058,2034207,2,1J4GL48KX3W585653,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0059,2030059,9985,20320059,2034208,2,1J4GL48KX5W660791,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0060,2030060,9985,20320060,2034209,2,1J4GL48KX5W660791,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0061,2030061,9985,20320061,2034210,2,1J4GL48KX5W660791,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0062,2030062,9985,20320062,2034211,2,1J4GL48KX5W660791,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0063,2030063,9985,20320063,2034212,2,1J4GL48KX6W111819,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0064,2030064,9985,20320064,2034213,2,1J4GL58K03W645395,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0065,2030065,9985,20320065,2034214,2,1J4GL58K24W184122,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0066,2030066,9985,20320066,2034215,2,1J4GL58K24W271664,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0067,2030067,9985,20320067,2034216,2,1J4GL58K32W175488,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0068,2030068,9985,20320068,2034217,2,1J4GL58K33W694350,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0069,2030069,9985,20320069,2034218,2,1J4GL58K34W235871,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0070,2030070,9985,20320070,2034219,2,1J4GL58K35W723512,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0071,2030071,9985,20320071,2034220,2,1J4GL58K44W216424,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0072,2030072,9985,20320072,2034221,2,1J4GL58K52W231415,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0073,2030073,9985,20320073,2034222,2,1J4GL58K52W250238,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0074,2030074,9985,20320074,2034223,2,1J4GL58K54W107695,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0075,2030075,9985,20320075,2034224,2,1J4GL58K55W608507,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0076,2030076,9985,20320076,2034225,2,1J4GL58K82W329807,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0077,2030077,9985,20320077,2034226,2,1J4GL58K82W358501,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0078,2030078,9985,20320078,2034227,2,1J4GL58K83W673378,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0079,2030079,9985,20320079,2034228,2,1J4GL58K85W546326,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0080,2030080,9985,20320080,2034229,2,1J4GL58K85W626502,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0081,2030081,9985,20320081,2034230,2,1J4GL58K93W555257,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0082,2030082,9985,20320082,2034231,2,1J4GL58K94W143941,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0083,2030083,9985,20320083,2034232,2,1J4GL58KX6W135057,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0084,2030084,9985,20320084,2034233,2,1J4GR48K15C726418,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0085,2030085,9985,20320085,2034234,2,1J4GR48K15C726418,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0086,2030086,9985,20320086,2034235,2,1J4GR48K16C309334,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0087,2030087,9985,20320087,2034236,2,1J4GR48K16C311567,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0088,2030088,9985,20320088,2034237,2,1J4GR48K25C502591,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0089,2030089,9985,20320089,2034238,2,1J4GR48K25C562371,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0090,2030090,9985,20320090,2034239,2,1J4GR48K25C591921,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0091,2030091,9985,20320091,2034240,2,1J4GR48K35C691476,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0092,2030092,9985,20320092,2034241,2,1J4GR48K46C250098,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0093,2030093,9985,20320093,2034242,2,1J4GR48K46C316794,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0094,2030094,9985,20320094,2034243,2,1J4GR48K46C316794,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0095,2030095,9985,20320095,2034244,2,1J4GR48K56C172964,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0096,2030096,9985,20320096,2034245,2,1J4GR48K66C171659,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0097,2030097,9985,20320097,2034246,2,1J4GR48K66C202408,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0098,2030098,9985,20320098,2034247,2,1J4GR48K66C344807,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0099,2030099,9985,20320099,2034248,2,1J4GR48K75C624783,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0100,2030100,9985,20320100,2034249,2,1J4GR48K75C652468,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0101,2030101,9985,20320101,2034250,2,1J4GR48K76C113317,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0102,2030102,9985,20320102,2034251,2,1J4GR48K85C538933,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0103,2030103,9985,20320103,2034252,2,1J4GR48K95C565008,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0104,2030104,9985,20320104,2034253,2,1J4GR48K95C718261,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0105,2030105,9985,20320105,2034254,2,1J4GR48K96C108619,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0106,2030106,9985,20320106,2034255,2,1J4GR48K96C192859,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0107,2030107,9985,20320107,2034256,2,1J4GR48KX5C641285,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0108,2030108,9985,20320108,2034257,2,1J4GS48K16C335565,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0109,2030109,9985,20320109,2034258,2,1J4GS48K25C547602,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0110,2030110,9985,20320110,2034259,2,1J4GS48K66C126919,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0111,2030111,9985,20320111,2034260,2,1J4GS48KX5C511267,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0112,2030112,9985,20320112,2034261,2,1J4GW48N0YC251982,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0113,2030113,9985,20320113,2034262,2,1J4GW48N12C257149,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0114,2030114,9985,20320114,2034263,2,1J4GW48N14C406002,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0115,2030115,9985,20320115,2034264,2,1J4GW48N32C186844,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0116,2030116,9985,20320116,2034265,2,1J4GW48N44C332817,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0117,2030117,9985,20320117,2034266,2,1J4GW48N72C242848,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0118,2030118,9985,20320118,2034267,2,1J4GW48N74C387570,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0119,2030119,9985,20320119,2034268,2,1J4GW48N74C406005,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0120,2030120,9985,20320120,2034269,2,1J4GW48N83C544893,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0121,2030121,9985,20320121,2034270,2,1J4GW48N83C544893,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0122,2030122,9985,20320122,2034271,2,1J4GW48N83C544893,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0123,2030123,9985,20320123,2034272,2,1J4GW48N83C544893,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0124,2030124,9985,20320124,2034273,2,1J4GW48N92C216784,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0125,2030125,9985,20320125,2034274,2,1J4GW48N94C120334,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0126,2030126,9985,20320126,2034275,2,1J4GW48NX4C389054,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0127,2030127,9985,20320127,2034276,2,1J4GW48S04C389120,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0128,2030128,9985,20320128,2034277,2,1J4GW48S0YC359170,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0129,2030129,9985,20320129,2034278,2,1J4GW48S0YC359170,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0130,2030130,9985,20320130,2034279,2,1J4GW48S12C144727,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0131,2030131,9985,20320131,2034280,2,1J4GW48S12C144727,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0132,2030132,9985,20320132,2034281,2,1J4GW48S14C200006,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0133,2030133,9985,20320133,2034282,2,1J4GW48S22C261569,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0134,2030134,9985,20320134,2034283,2,1J4GW48S24C248730,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0135,2030135,9985,20320135,2034284,2,1J4GW48S24C248730,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0136,2030136,9985,20320136,2034285,2,1J4GW48S2YC407543,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0137,2030137,9985,20320137,2034286,2,1J4GW48S31C551558,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0138,2030138,9985,20320138,2034287,2,1J4GW48S31C662398,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0139,2030139,9985,20320139,2034288,2,1J4GW48S42C295528,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0140,2030140,9985,20320140,2034289,2,1J4GW48S42C305300,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0141,2030141,9985,20320141,2034290,2,1J4GW48S44C246624,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0142,2030142,9985,20320142,2034291,2,1J4GW48S44C367881,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0143,2030143,9985,20320143,2034292,2,1J4GW48S44C424239,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0144,2030144,9985,20320144,2034293,2,1J4GW48S4YC238481,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0145,2030145,9985,20320145,2034294,2,1J4GW48S51C538424,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0146,2030146,9985,20320146,2034295,2,1J4GW48S51C538424,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0147,2030147,9985,20320147,2034296,2,1J4GW48S54C193772,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0148,2030148,9985,20320148,2034297,2,1J4GW48S5YC219406,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0149,2030149,9985,20320149,2034298,2,1J4GW48S61C697372,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0150,2030150,9985,20320150,2034299,2,1J4GW48S64C331111,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0151,2030151,9985,20320151,2034300,2,1J4GW48S64C331111,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0152,2030152,9985,20320152,2034301,2,1J4GW48S64C424713,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0153,2030153,9985,20320153,2034302,2,1J4GW48S6YC189297,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0154,2030154,9985,20320154,2034303,2,1J4GW48S71C611809,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0155,2030155,9985,20320155,2034304,2,1J4GW48S71C611809,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0156,2030156,9985,20320156,2034305,2,1J4GW48S74C119110,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0157,2030157,9985,20320157,2034306,2,1J4GW48S74C134710,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0158,2030158,9985,20320158,2034307,2,1J4GW48S74C291329,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0159,2030159,9985,20320159,2034308,2,1J4GW48S7YC188594,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0160,2030160,9985,20320160,2034309,2,1J4GW48S84C336715,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0161,2030161,9985,20320161,2034310,2,1J4GW48S92C203653,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0162,2030162,9985,20320162,2034311,2,1J4GW48S92C247152,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0163,2030163,9985,20320163,2034312,2,1J4GW48S93C587161,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0164,2030164,9985,20320164,2034313,2,1J4GW48S94C212050,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0165,2030165,9985,20320165,2034314,2,1J4GW48S94C226384,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0166,2030166,9985,20320166,2034315,2,1J4GW48S94C398690,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0167,2030167,9985,20320167,2034316,2,1J4GW48S94C413382,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0168,2030168,9985,20320168,2034317,2,1J4GW48SX2C115663,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0169,2030169,9985,20320169,2034318,2,1J4GW48SX4C218357,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0170,2030170,9985,20320170,2034319,2,1J4GW48SXYC410187,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0171,2030171,9985,20320171,2034320,2,1J4GW58J53C509117,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0172,2030172,9985,20320172,2034321,2,1J4GW58N11C676915,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0173,2030173,9985,20320173,2034322,2,1J4GW58N1YC106150,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0174,2030174,9985,20320174,2034323,2,1J4GW58N32C207021,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0175,2030175,9985,20320175,2034324,2,1J4GW58N34C273197,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0176,2030176,9985,20320176,2034325,2,1J4GW58N34C356693,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0177,2030177,9985,20320177,2034326,2,1J4GW58N41C578297,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0178,2030178,9985,20320178,2034327,2,1J4GW58N41C578297,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0179,2030179,9985,20320179,2034328,2,1J4GW58N53C542881,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0180,2030180,9985,20320180,2034329,2,1J4GW58N71C683674,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0181,2030181,9985,20320181,2034330,2,1J4GW58N72C145865,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0182,2030182,9985,20320182,2034331,2,1J4GW58S04C273356,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0183,2030183,9985,20320183,2034332,2,1J4GW58S0XC503983,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0184,2030184,9985,20320184,2034333,2,1J4GW58S1XC582905,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0185,2030185,9985,20320185,2034334,2,1J4GW58S24C396804,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0186,2030186,9985,20320186,2034335,2,1J4GW58S4XC541040,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0187,2030187,9985,20320187,2034336,2,1J4GW58S6XC563136,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0188,2030188,9985,20320188,2034337,2,1J4GW58S6XC790388,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0189,2030189,9985,20320189,2034338,2,1J4GW68N1XC671261,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0190,2030190,9985,20320190,2034339,2,1J4GW68N7XC550511,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0191,2030191,9985,20320191,2034340,2,1J4GW68N7XC715862,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0192,2030192,9985,20320192,2034341,2,1J4GW68N8XC740754,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0193,2030193,9985,20320193,2034342,2,1J4GW68NXXC545190,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0194,2030194,9985,20320194,2034343,2,1J4GX48S02C130220,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0195,2030195,9985,20320195,2034344,2,1J4GX48S04C223094,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0196,2030196,9985,20320196,2034345,2,1J4GX48S12C318437,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0197,2030197,9985,20320197,2034346,2,1J4GX48S72C162940,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0198,2030198,9985,20320198,2034347,2,1J4GX48S72C162940,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0199,2030199,9985,20320199,2034348,2,1J4GX48S73C567214,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0200,2030200,9985,20320200,2034349,2,1J4GZ58S1TC404073,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0201,2030201,9985,20320201,2034350,2,1J4GZ58S1WC227447,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0202,2030202,9985,20320202,2034351,2,1J4GZ58S2TC235049,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0203,2030203,9985,20320203,2034352,2,1J4GZ58S2WC150555,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0204,2030204,9985,20320204,2034353,2,1J4GZ58S3TC198495,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0205,2030205,9985,20320205,2034354,2,1J4GZ58S3VC690821,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0206,2030206,9985,20320206,2034355,2,1J4GZ58S4VC673204,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0207,2030207,9985,20320207,2034356,2,1J4GZ58S7RC295918,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0208,2030208,9985,20320208,2034357,2,1J4GZ58S7SC576235,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0209,2030209,9985,20320209,2034358,2,1J4GZ58S7SC576235,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0210,2030210,9985,20320210,2034359,2,1J4GZ58S7TC281699,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0211,2030211,9985,20320211,2034360,2,1J4GZ58S9WC243038,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0212,2030212,9985,20320212,2034361,2,1J4GZ58SXVC549003,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0213,2030213,9985,20320213,2034362,2,1J4GZ58Y2PC554932,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0214,2030214,9985,20320214,2034363,2,1J4GZ58Y3TC378032,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0215,2030215,9985,20320215,2034364,2,1J4GZ58Y3TC378032,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0216,2030216,9985,20320216,2034365,2,1J4GZ58Y4PC527926,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0217,2030217,9985,20320217,2034366,2,1J4GZ78Y3WC348951,2022-11-01,2022-11-02
Automation_Tiff_APServiceJacket_0218,2030218,9985,20320218,2034367,2,1J4HA3H1XAL105766,2022-11-01,2022-11-02
